partij,age,gender,geo,percentage geslacht/leeftijd,percentage regio,percentage totaal
CDA,35-44,vrouw,North Brabant,"6,21","20,4","1,62"
ChristenUnie,35-44,vrouw,North Brabant,"10,65","5,59","0,53"
D66,35-44,vrouw,North Brabant,"5,61","14,47","0,87"
DENK,35-44,vrouw,North Brabant,"6,08","13,94","0,56"
FvD,35-44,vrouw,North Brabant,"3,71","13,45","0,51"
GroenLinks,35-44,vrouw,North Brabant,"5,88","19,64","1,34"
PvdA,35-44,vrouw,North Brabant,"7,68","61,9","4,45"
PvdD,35-44,vrouw,North Brabant,"6,88","12,52","0,82"
SGP,35-44,vrouw,North Brabant,"6,22","4,59","0,28"
SP,35-44,vrouw,North Brabant,"2,8","20,01","0,95"
VVD,35-44,vrouw,North Brabant,"4,86","16,43","0,8"
50Plus,45-54,vrouw,North Brabant,0,"13,57",0
CDA,45-54,vrouw,North Brabant,"7,4","20,4","1,74"
ChristenUnie,45-54,vrouw,North Brabant,"11,37","5,59","0,58"
D66,45-54,vrouw,North Brabant,"7,52","14,47","1,14"
DENK,45-54,vrouw,North Brabant,"4,66","13,94","0,07"
FvD,45-54,vrouw,North Brabant,"5,52","13,45","0,76"
GroenLinks,45-54,vrouw,North Brabant,"6,8","19,64","1,51"
PvdA,45-54,vrouw,North Brabant,"7,68","61,9","4,09"
PvdD,45-54,vrouw,North Brabant,"4,92","12,52","0,59"
SGP,45-54,vrouw,North Brabant,"5,77","4,59","0,27"
SP,45-54,vrouw,North Brabant,"5,26","20,01","1,21"
VVD,45-54,vrouw,North Brabant,"6,61","16,43","1,1"
50Plus,55-64,vrouw,North Brabant,"9,36","13,57","1,27"
CDA,55-64,vrouw,North Brabant,"7,91","20,4","1,6"
ChristenUnie,55-64,vrouw,North Brabant,"11,67","5,59","0,64"
D66,55-64,vrouw,North Brabant,"8,03","14,47","1,18"
DENK,55-64,vrouw,North Brabant,"5,54","13,94",0
FvD,55-64,vrouw,North Brabant,"7,77","13,45","1,04"
GroenLinks,55-64,vrouw,North Brabant,"5,42","19,64","1,07"
PvdA,55-64,vrouw,North Brabant,"9,32","61,9","4,72"
PvdD,55-64,vrouw,North Brabant,"5,56","12,52","0,67"
SGP,55-64,vrouw,North Brabant,"5,08","4,59","0,24"
SP,55-64,vrouw,North Brabant,"11,75","20,01","1,95"
VVD,55-64,vrouw,North Brabant,"5,76","16,43","0,92"
50Plus,65+,vrouw,North Brabant,"46,14","13,57","6,21"
CDA,65+,vrouw,North Brabant,"10,99","20,4","1,86"
ChristenUnie,65+,vrouw,North Brabant,"18,94","5,59","1,21"
D66,65+,vrouw,North Brabant,"8,75","14,47","1,25"
DENK,65+,vrouw,North Brabant,"7,22","13,94",0
FvD,65+,vrouw,North Brabant,"7,63","13,45","1,01"
GroenLinks,65+,vrouw,North Brabant,"6,42","19,64","1,1"
PvdA,65+,vrouw,North Brabant,"10,51","61,9","5,35"
PvdD,65+,vrouw,North Brabant,"6,31","12,52","0,76"
SGP,65+,vrouw,North Brabant,"6,32","4,59","0,29"
SP,65+,vrouw,North Brabant,"17,44","20,01","2,51"
VVD,65+,vrouw,North Brabant,"5,41","16,43","0,86"
50Plus,13-17,man,North Brabant,0,"13,57",0
CDA,13-17,man,North Brabant,0,"20,4",0
ChristenUnie,13-17,man,North Brabant,0,"5,59",0
D66,13-17,man,North Brabant,0,"14,47",0
DENK,13-17,man,North Brabant,0,"13,94",0
FvD,13-17,man,North Brabant,"0,08","13,45","0,01"
GroenLinks,13-17,man,North Brabant,0,"19,64",0
PvdA,13-17,man,North Brabant,"0,04","61,9","0,04"
PvdD,13-17,man,North Brabant,"0,88","12,52","0,13"
SGP,13-17,man,North Brabant,0,"4,59",0
SP,13-17,man,North Brabant,0,"20,01",0
VVD,13-17,man,North Brabant,0,"16,43",0
50Plus,18-24,man,North Brabant,0,"13,57",0
CDA,18-24,man,North Brabant,"2,05","20,4","0,3"
ChristenUnie,18-24,man,North Brabant,"3,2","5,59","0,16"
D66,18-24,man,North Brabant,"9,72","14,47","1,38"
DENK,18-24,man,North Brabant,"15,15","13,94","5,38"
FvD,18-24,man,North Brabant,"8,35","13,45","1,15"
GroenLinks,18-24,man,North Brabant,"10,68","19,64","2,07"
PvdA,18-24,man,North Brabant,"6,34","61,9","4,96"
PvdD,18-24,man,North Brabant,"10,03","12,52","1,32"
SGP,18-24,man,North Brabant,"13,65","4,59","0,62"
SP,18-24,man,North Brabant,"2,84","20,01","1,29"
VVD,18-24,man,North Brabant,"12,14","16,43","2,04"
50Plus,25-34,man,North Brabant,0,"13,57",0
CDA,25-34,man,North Brabant,"8,66","20,4","2,37"
ChristenUnie,25-34,man,North Brabant,"6,42","5,59","0,32"
D66,25-34,man,North Brabant,"8,99","14,47","1,21"
DENK,25-34,man,North Brabant,"14,36","13,94","2,77"
FvD,25-34,man,North Brabant,"15,64","13,45","2,12"
GroenLinks,25-34,man,North Brabant,"10,85","19,64","2,37"
PvdA,25-34,man,North Brabant,"6,18","61,9","4,18"
PvdD,25-34,man,North Brabant,"9,42","12,52","1,21"
SGP,25-34,man,North Brabant,"17,04","4,59","0,78"
SP,25-34,man,North Brabant,"4,03","20,01","1,33"
VVD,25-34,man,North Brabant,"15,27","16,43","2,55"
50Plus,35-44,man,North Brabant,0,"13,57",0
CDA,35-44,man,North Brabant,"8,68","20,4","1,88"
ChristenUnie,35-44,man,North Brabant,"6,36","5,59","0,33"
D66,35-44,man,North Brabant,"5,85","14,47","0,85"
DENK,35-44,man,North Brabant,"13,91","13,94","2,21"
FvD,35-44,man,North Brabant,"11,83","13,45","1,59"
GroenLinks,35-44,man,North Brabant,"3,84","19,64","0,96"
PvdA,35-44,man,North Brabant,"4,01","61,9","2,42"
PvdD,35-44,man,North Brabant,"4,49","12,52","0,55"
SGP,35-44,man,North Brabant,"8,93","4,59","0,41"
SP,35-44,man,North Brabant,"4,81","20,01","1,09"
VVD,35-44,man,North Brabant,"10,82","16,43","1,76"
50Plus,45-54,man,North Brabant,0,"13,57",0
CDA,45-54,man,North Brabant,"10,58","20,4","2,05"
ChristenUnie,45-54,man,North Brabant,"6,44","5,59","0,37"
D66,45-54,man,North Brabant,"7,76","14,47","1,17"
DENK,45-54,man,North Brabant,"8,34","13,94","0,25"
FvD,45-54,man,North Brabant,"13,37","13,45","1,75"
GroenLinks,45-54,man,North Brabant,"3,73","19,64","0,71"
PvdA,45-54,man,North Brabant,"4,86","61,9","2,65"
PvdD,45-54,man,North Brabant,"4,72","12,52","0,58"
SGP,45-54,man,North Brabant,"7,64","4,59","0,36"
SP,45-54,man,North Brabant,"8,82","20,01","1,61"
VVD,45-54,man,North Brabant,"12,66","16,43","1,99"
50Plus,55-64,man,North Brabant,"9,27","13,57","1,26"
CDA,55-64,man,North Brabant,"12,1","20,4","2,04"
ChristenUnie,55-64,man,North Brabant,"6,03","5,59","0,38"
D66,55-64,man,North Brabant,"7,88","14,47","1,15"
DENK,55-64,man,North Brabant,"6,69","13,94",0
FvD,55-64,man,North Brabant,"11,44","13,45","1,51"
GroenLinks,55-64,man,North Brabant,"3,88","19,64","0,69"
PvdA,55-64,man,North Brabant,"6,49","61,9","3,91"
PvdD,55-64,man,North Brabant,"5,33","12,52","0,66"
SGP,55-64,man,North Brabant,"5,51","4,59","0,26"
SP,55-64,man,North Brabant,"16,34","20,01","2,65"
VVD,55-64,man,North Brabant,"8,89","16,43","1,42"
50Plus,65+,man,North Brabant,"34,89","13,57","4,78"
CDA,65+,man,North Brabant,"18,14","20,4","2,7"
ChristenUnie,65+,man,North Brabant,"8,03","5,59","0,55"
D66,65+,man,North Brabant,"7,58","14,47","1,08"
DENK,65+,man,North Brabant,"5,74","13,94",0
FvD,65+,man,North Brabant,"8,9","13,45","1,18"
GroenLinks,65+,man,North Brabant,"4,29","19,64","0,68"
PvdA,65+,man,North Brabant,"7,13","61,9","3,52"
PvdD,65+,man,North Brabant,"4,61","12,52","0,57"
SGP,65+,man,North Brabant,"5,23","4,59","0,24"
SP,65+,man,North Brabant,"22,12","20,01","3,12"
VVD,65+,man,North Brabant,"5,96","16,43","0,93"
50Plus,13-17,onbekend,North Brabant,0,"13,57",0
CDA,13-17,onbekend,North Brabant,0,"20,4",0
ChristenUnie,13-17,onbekend,North Brabant,0,"5,59",0
D66,13-17,onbekend,North Brabant,0,"14,47",0
DENK,13-17,onbekend,North Brabant,0,"13,94",0
FvD,13-17,onbekend,North Brabant,0,"13,45",0
GroenLinks,13-17,onbekend,North Brabant,0,"19,64",0
PvdA,13-17,onbekend,North Brabant,0,"61,9",0
PvdD,13-17,onbekend,North Brabant,"0,01","12,52",0
SGP,13-17,onbekend,North Brabant,0,"4,59",0
SP,13-17,onbekend,North Brabant,0,"20,01",0
VVD,13-17,onbekend,North Brabant,0,"16,43",0
50Plus,18-24,onbekend,North Brabant,0,"13,57",0
CDA,18-24,onbekend,North Brabant,0,"20,4",0
ChristenUnie,18-24,onbekend,North Brabant,"0,01","5,59",0
D66,18-24,onbekend,North Brabant,"0,07","14,47","0,01"
DENK,18-24,onbekend,North Brabant,"0,07","13,94","0,02"
FvD,18-24,onbekend,North Brabant,"0,01","13,45",0
GroenLinks,18-24,onbekend,North Brabant,"0,12","19,64","0,02"
PvdA,18-24,onbekend,North Brabant,"0,06","61,9","0,02"
PvdD,18-24,onbekend,North Brabant,"0,08","12,52","0,01"
SGP,18-24,onbekend,North Brabant,"0,01","4,59",0
SP,18-24,onbekend,North Brabant,"0,01","20,01",0
VVD,18-24,onbekend,North Brabant,"0,05","16,43","0,01"
50Plus,25-34,onbekend,North Brabant,0,"13,57",0
CDA,25-34,onbekend,North Brabant,"0,04","20,4","0,01"
ChristenUnie,25-34,onbekend,North Brabant,"0,01","5,59",0
D66,25-34,onbekend,North Brabant,"0,08","14,47","0,01"
DENK,25-34,onbekend,North Brabant,"0,08","13,94","0,02"
FvD,25-34,onbekend,North Brabant,"0,03","13,45",0
GroenLinks,25-34,onbekend,North Brabant,"0,15","19,64","0,02"
PvdA,25-34,onbekend,North Brabant,"0,04","61,9","0,02"
PvdD,25-34,onbekend,North Brabant,"0,09","12,52","0,01"
SGP,25-34,onbekend,North Brabant,"0,03","4,59",0
SP,25-34,onbekend,North Brabant,"0,02","20,01",0
VVD,25-34,onbekend,North Brabant,"0,06","16,43","0,01"
50Plus,35-44,onbekend,North Brabant,0,"13,57",0
CDA,35-44,onbekend,North Brabant,"0,08","20,4","0,02"
ChristenUnie,35-44,onbekend,North Brabant,"0,08","5,59",0
D66,35-44,onbekend,North Brabant,"0,07","14,47","0,01"
DENK,35-44,onbekend,North Brabant,"0,11","13,94","0,02"
FvD,35-44,onbekend,North Brabant,"0,07","13,45","0,01"
GroenLinks,35-44,onbekend,North Brabant,"0,08","19,64","0,02"
PvdA,35-44,onbekend,North Brabant,"0,08","61,9","0,02"
PvdD,35-44,onbekend,North Brabant,"0,08","12,52","0,01"
SGP,35-44,onbekend,North Brabant,"0,06","4,59",0
SP,35-44,onbekend,North Brabant,"0,03","20,01","0,01"
VVD,35-44,onbekend,North Brabant,"0,1","16,43","0,02"
50Plus,45-54,onbekend,North Brabant,0,"13,57",0
CDA,45-54,onbekend,North Brabant,"0,06","20,4","0,01"
ChristenUnie,45-54,onbekend,North Brabant,"0,07","5,59",0
D66,45-54,onbekend,North Brabant,"0,08","14,47","0,01"
DENK,45-54,onbekend,North Brabant,"0,08","13,94",0
FvD,45-54,onbekend,North Brabant,"0,05","13,45","0,01"
GroenLinks,45-54,onbekend,North Brabant,"0,06","19,64","0,01"
PvdA,45-54,onbekend,North Brabant,"0,08","61,9","0,05"
PvdD,45-54,onbekend,North Brabant,"0,05","12,52","0,01"
SGP,45-54,onbekend,North Brabant,"0,02","4,59",0
SP,45-54,onbekend,North Brabant,"0,04","20,01","0,01"
VVD,45-54,onbekend,North Brabant,"0,09","16,43","0,01"
50Plus,55-64,onbekend,North Brabant,"0,07","13,57","0,01"
CDA,55-64,onbekend,North Brabant,"0,05","20,4","0,01"
ChristenUnie,55-64,onbekend,North Brabant,"0,05","5,59",0
D66,55-64,onbekend,North Brabant,"0,07","14,47","0,01"
DENK,55-64,onbekend,North Brabant,"0,04","13,94",0
FvD,55-64,onbekend,North Brabant,"0,03","13,45",0
GroenLinks,55-64,onbekend,North Brabant,"0,03","19,64",0
PvdA,55-64,onbekend,North Brabant,"0,06","61,9","0,06"
PvdD,55-64,onbekend,North Brabant,"0,03","12,52",0
SGP,55-64,onbekend,North Brabant,"0,02","4,59",0
SP,55-64,onbekend,North Brabant,"0,08","20,01","0,01"
VVD,55-64,onbekend,North Brabant,"0,05","16,43","0,01"
50Plus,65+,onbekend,North Brabant,"0,27","13,57","0,03"
CDA,65+,onbekend,North Brabant,"0,06","20,4","0,01"
ChristenUnie,65+,onbekend,North Brabant,"0,07","5,59",0
D66,65+,onbekend,North Brabant,"0,07","14,47","0,01"
DENK,65+,onbekend,North Brabant,"0,04","13,94",0
FvD,65+,onbekend,North Brabant,"0,04","13,45","0,01"
GroenLinks,65+,onbekend,North Brabant,"0,04","19,64","0,01"
PvdA,65+,onbekend,North Brabant,"0,05","61,9","0,03"
PvdD,65+,onbekend,North Brabant,"0,03","12,52",0
SGP,65+,onbekend,North Brabant,"0,01","4,59",0
SP,65+,onbekend,North Brabant,"0,08","20,01","0,01"
VVD,65+,onbekend,North Brabant,"0,05","16,43","0,01"
50Plus,13-17,vrouw,Overijssel,0,"7,54",0
CDA,13-17,vrouw,Overijssel,0,"13,04",0
ChristenUnie,13-17,vrouw,Overijssel,0,"12,77",0
D66,13-17,vrouw,Overijssel,0,"7,12",0
DENK,13-17,vrouw,Overijssel,0,"6,97",0
FvD,13-17,vrouw,Overijssel,"0,01","9,03",0
GroenLinks,13-17,vrouw,Overijssel,0,"8,61",0
PvdA,13-17,vrouw,Overijssel,"0,09","43,1","0,03"
PvdD,13-17,vrouw,Overijssel,"1,01","7,95","0,08"
SGP,13-17,vrouw,Overijssel,0,"14,31",0
SP,13-17,vrouw,Overijssel,0,"8,1",0
VVD,13-17,vrouw,Overijssel,0,"8,03",0
50Plus,18-24,vrouw,Overijssel,0,"7,54",0
CDA,18-24,vrouw,Overijssel,"0,89","13,04","0,11"
ChristenUnie,18-24,vrouw,Overijssel,"3,11","12,77","0,43"
D66,18-24,vrouw,Overijssel,"13,58","7,12","0,94"
DENK,18-24,vrouw,Overijssel,"6,32","6,97","0,96"
FvD,18-24,vrouw,Overijssel,"2,21","9,03","0,18"
GroenLinks,18-24,vrouw,Overijssel,"21,77","8,61","1,66"
PvdA,18-24,vrouw,Overijssel,"17,59","43,1","6,14"
PvdD,18-24,vrouw,Overijssel,"21,32","7,95","1,54"
SGP,18-24,vrouw,Overijssel,"9,08","14,31","1,3"
SP,18-24,vrouw,Overijssel,"1,41","8,1","0,03"
VVD,18-24,vrouw,Overijssel,"5,6","8,03","0,39"
50Plus,25-34,vrouw,Overijssel,0,"7,54",0
CDA,25-34,vrouw,Overijssel,"6,09","13,04","0,45"
ChristenUnie,25-34,vrouw,Overijssel,"7,48","12,77",1
D66,25-34,vrouw,Overijssel,"8,1","7,12","0,51"
DENK,25-34,vrouw,Overijssel,"5,59","6,97","0,34"
FvD,25-34,vrouw,Overijssel,"3,3","9,03","0,29"
GroenLinks,25-34,vrouw,Overijssel,"15,95","8,61","1,36"
PvdA,25-34,vrouw,Overijssel,"11,71","43,1","4,97"
PvdD,25-34,vrouw,Overijssel,"14,15","7,95","1,02"
SGP,25-34,vrouw,Overijssel,"9,39","14,31","1,34"
SP,25-34,vrouw,Overijssel,"2,11","8,1","0,1"
VVD,25-34,vrouw,Overijssel,"5,61","8,03","0,56"
50Plus,35-44,vrouw,Overijssel,0,"7,54",0
CDA,35-44,vrouw,Overijssel,"6,21","13,04","0,82"
ChristenUnie,35-44,vrouw,Overijssel,"10,65","12,77","1,41"
D66,35-44,vrouw,Overijssel,"5,61","7,12","0,4"
DENK,35-44,vrouw,Overijssel,"6,08","6,97","0,29"
FvD,35-44,vrouw,Overijssel,"3,71","9,03","0,31"
GroenLinks,35-44,vrouw,Overijssel,"5,88","8,61","0,58"
PvdA,35-44,vrouw,Overijssel,"7,68","43,1","4,32"
PvdD,35-44,vrouw,Overijssel,"6,88","7,95","0,52"
SGP,35-44,vrouw,Overijssel,"6,22","14,31","0,89"
SP,35-44,vrouw,Overijssel,"2,8","8,1","0,19"
VVD,35-44,vrouw,Overijssel,"4,86","8,03","0,38"
50Plus,45-54,vrouw,Overijssel,0,"7,54",0
CDA,45-54,vrouw,Overijssel,"7,4","13,04","1,01"
ChristenUnie,45-54,vrouw,Overijssel,"11,37","12,77","1,5"
D66,45-54,vrouw,Overijssel,"7,52","7,12","0,54"
DENK,45-54,vrouw,Overijssel,"4,66","6,97","0,03"
FvD,45-54,vrouw,Overijssel,"5,52","9,03","0,48"
GroenLinks,45-54,vrouw,Overijssel,"6,8","8,61","0,62"
PvdA,45-54,vrouw,Overijssel,"7,68","43,1","3,74"
PvdD,45-54,vrouw,Overijssel,"4,92","7,95","0,42"
SGP,45-54,vrouw,Overijssel,"5,77","14,31","0,82"
SP,45-54,vrouw,Overijssel,"5,26","8,1","0,41"
VVD,45-54,vrouw,Overijssel,"6,61","8,03","0,52"
50Plus,55-64,vrouw,Overijssel,"9,36","7,54","0,7"
CDA,55-64,vrouw,Overijssel,"7,91","13,04","1,12"
ChristenUnie,55-64,vrouw,Overijssel,"11,67","12,77","1,49"
D66,55-64,vrouw,Overijssel,"8,03","7,12","0,61"
DENK,55-64,vrouw,Overijssel,"5,54","6,97",0
FvD,55-64,vrouw,Overijssel,"7,77","9,03","0,71"
GroenLinks,55-64,vrouw,Overijssel,"5,42","8,61","0,5"
PvdA,55-64,vrouw,Overijssel,"9,32","43,1","4,2"
PvdD,55-64,vrouw,Overijssel,"5,56","7,95","0,48"
SGP,55-64,vrouw,Overijssel,"5,08","14,31","0,73"
SP,55-64,vrouw,Overijssel,"11,75","8,1","1,01"
VVD,55-64,vrouw,Overijssel,"5,76","8,03","0,48"
50Plus,65+,vrouw,Overijssel,"46,14","7,54","3,43"
CDA,65+,vrouw,Overijssel,"10,99","13,04","1,59"
ChristenUnie,65+,vrouw,Overijssel,"18,94","12,77","2,25"
D66,65+,vrouw,Overijssel,"8,75","7,12","0,66"
DENK,65+,vrouw,Overijssel,"7,22","6,97",0
FvD,65+,vrouw,Overijssel,"7,63","9,03","0,69"
GroenLinks,65+,vrouw,Overijssel,"6,42","8,61","0,62"
PvdA,65+,vrouw,Overijssel,"10,51","43,1","4,69"
PvdD,65+,vrouw,Overijssel,"6,31","7,95","0,55"
SGP,65+,vrouw,Overijssel,"6,32","14,31","0,9"
SP,65+,vrouw,Overijssel,"17,44","8,1","1,53"
VVD,65+,vrouw,Overijssel,"5,41","8,03","0,41"
50Plus,13-17,man,Overijssel,0,"7,54",0
CDA,13-17,man,Overijssel,0,"13,04",0
ChristenUnie,13-17,man,Overijssel,0,"12,77",0
D66,13-17,man,Overijssel,0,"7,12",0
DENK,13-17,man,Overijssel,0,"6,97",0
FvD,13-17,man,Overijssel,"0,08","9,03","0,01"
GroenLinks,13-17,man,Overijssel,0,"8,61",0
PvdA,13-17,man,Overijssel,"0,04","43,1","0,02"
PvdD,13-17,man,Overijssel,"0,88","7,95","0,07"
SGP,13-17,man,Overijssel,0,"14,31",0
SP,13-17,man,Overijssel,0,"8,1",0
VVD,13-17,man,Overijssel,0,"8,03",0
50Plus,18-24,man,Overijssel,0,"7,54",0
CDA,18-24,man,Overijssel,"2,05","13,04","0,28"
ChristenUnie,18-24,man,Overijssel,"3,2","12,77","0,44"
D66,18-24,man,Overijssel,"9,72","7,12","0,67"
DENK,18-24,man,Overijssel,"15,15","6,97","2,65"
FvD,18-24,man,Overijssel,"8,35","9,03","0,74"
GroenLinks,18-24,man,Overijssel,"10,68","8,61","0,81"
PvdA,18-24,man,Overijssel,"6,34","43,1","2,5"
PvdD,18-24,man,Overijssel,"10,03","7,95","0,8"
SGP,18-24,man,Overijssel,"13,65","14,31","1,95"
SP,18-24,man,Overijssel,"2,84","8,1","0,13"
VVD,18-24,man,Overijssel,"12,14","8,03","0,88"
50Plus,25-34,man,Overijssel,0,"7,54",0
CDA,25-34,man,Overijssel,"8,66","13,04","0,78"
ChristenUnie,25-34,man,Overijssel,"6,42","12,77","0,87"
D66,25-34,man,Overijssel,"8,99","7,12","0,57"
DENK,25-34,man,Overijssel,"14,36","6,97","1,4"
FvD,25-34,man,Overijssel,"15,64","9,03","1,43"
GroenLinks,25-34,man,Overijssel,"10,85","8,61","0,94"
PvdA,25-34,man,Overijssel,"6,18","43,1","2,3"
PvdD,25-34,man,Overijssel,"9,42","7,95","0,76"
SGP,25-34,man,Overijssel,"17,04","14,31","2,44"
SP,25-34,man,Overijssel,"4,03","8,1","0,27"
VVD,25-34,man,Overijssel,"15,27","8,03","1,17"
50Plus,35-44,man,Overijssel,0,"7,54",0
CDA,35-44,man,Overijssel,"8,68","13,04","1,17"
ChristenUnie,35-44,man,Overijssel,"6,36","12,77","0,84"
D66,35-44,man,Overijssel,"5,85","7,12","0,43"
DENK,35-44,man,Overijssel,"13,91","6,97","1,14"
FvD,35-44,man,Overijssel,"11,83","9,03","1,09"
GroenLinks,35-44,man,Overijssel,"3,84","8,61","0,36"
PvdA,35-44,man,Overijssel,"4,01","43,1","2,01"
PvdD,35-44,man,Overijssel,"4,49","7,95","0,39"
SGP,35-44,man,Overijssel,"8,93","14,31","1,28"
SP,35-44,man,Overijssel,"4,81","8,1","0,38"
VVD,35-44,man,Overijssel,"10,82","8,03","0,87"
50Plus,45-54,man,Overijssel,0,"7,54",0
CDA,45-54,man,Overijssel,"10,58","13,04","1,42"
ChristenUnie,45-54,man,Overijssel,"6,44","12,77","0,83"
D66,45-54,man,Overijssel,"7,76","7,12","0,61"
DENK,45-54,man,Overijssel,"8,34","6,97","0,13"
FvD,45-54,man,Overijssel,"13,37","9,03","1,23"
GroenLinks,45-54,man,Overijssel,"3,73","8,61","0,36"
PvdA,45-54,man,Overijssel,"4,86","43,1","2,24"
PvdD,45-54,man,Overijssel,"4,72","7,95","0,42"
SGP,45-54,man,Overijssel,"7,64","14,31","1,1"
SP,45-54,man,Overijssel,"8,82","8,1","0,74"
VVD,45-54,man,Overijssel,"12,66","8,03","1,14"
50Plus,55-64,man,Overijssel,"9,27","7,54","0,71"
CDA,55-64,man,Overijssel,"12,1","13,04","1,67"
ChristenUnie,55-64,man,Overijssel,"6,03","12,77","0,75"
D66,55-64,man,Overijssel,"7,88","7,12","0,59"
DENK,55-64,man,Overijssel,"6,69","6,97",0
FvD,55-64,man,Overijssel,"11,44","9,03","1,06"
GroenLinks,55-64,man,Overijssel,"3,88","8,61","0,37"
PvdA,55-64,man,Overijssel,"6,49","43,1","2,46"
PvdD,55-64,man,Overijssel,"5,33","7,95","0,47"
SGP,55-64,man,Overijssel,"5,51","14,31","0,79"
SP,55-64,man,Overijssel,"16,34","8,1","1,37"
VVD,55-64,man,Overijssel,"8,89","8,03","0,74"
50Plus,65+,man,Overijssel,"34,89","7,54","2,68"
CDA,65+,man,Overijssel,"18,14","13,04","2,58"
ChristenUnie,65+,man,Overijssel,"8,03","12,77","0,94"
D66,65+,man,Overijssel,"7,58","7,12","0,56"
DENK,65+,man,Overijssel,"5,74","6,97",0
FvD,65+,man,Overijssel,"8,9","9,03","0,82"
GroenLinks,65+,man,Overijssel,"4,29","8,61","0,4"
PvdA,65+,man,Overijssel,"7,13","43,1","3,29"
PvdD,65+,man,Overijssel,"4,61","7,95","0,4"
SGP,65+,man,Overijssel,"5,23","14,31","0,75"
SP,65+,man,Overijssel,"22,12","8,1","1,93"
VVD,65+,man,Overijssel,"5,96","8,03","0,46"
50Plus,13-17,onbekend,Overijssel,0,"7,54",0
CDA,13-17,onbekend,Overijssel,0,"13,04",0
ChristenUnie,13-17,onbekend,Overijssel,0,"12,77",0
D66,13-17,onbekend,Overijssel,0,"7,12",0
DENK,13-17,onbekend,Overijssel,0,"6,97",0
FvD,13-17,onbekend,Overijssel,0,"9,03",0
GroenLinks,13-17,onbekend,Overijssel,0,"8,61",0
PvdA,13-17,onbekend,Overijssel,0,"43,1",0
PvdD,13-17,onbekend,Overijssel,"0,01","7,95",0
SGP,13-17,onbekend,Overijssel,0,"14,31",0
SP,13-17,onbekend,Overijssel,0,"8,1",0
VVD,13-17,onbekend,Overijssel,0,"8,03",0
50Plus,18-24,onbekend,Overijssel,0,"7,54",0
CDA,18-24,onbekend,Overijssel,0,"13,04",0
ChristenUnie,18-24,onbekend,Overijssel,"0,01","12,77",0
D66,18-24,onbekend,Overijssel,"0,07","7,12",0
DENK,18-24,onbekend,Overijssel,"0,07","6,97","0,01"
FvD,18-24,onbekend,Overijssel,"0,01","9,03",0
GroenLinks,18-24,onbekend,Overijssel,"0,12","8,61","0,01"
PvdA,18-24,onbekend,Overijssel,"0,06","43,1","0,1"
PvdD,18-24,onbekend,Overijssel,"0,08","7,95","0,01"
SGP,18-24,onbekend,Overijssel,"0,01","14,31",0
SP,18-24,onbekend,Overijssel,"0,01","8,1",0
VVD,18-24,onbekend,Overijssel,"0,05","8,03",0
50Plus,25-34,onbekend,Overijssel,0,"7,54",0
CDA,25-34,onbekend,Overijssel,"0,04","13,04",0
ChristenUnie,25-34,onbekend,Overijssel,"0,01","12,77",0
D66,25-34,onbekend,Overijssel,"0,08","7,12",0
DENK,25-34,onbekend,Overijssel,"0,08","6,97","0,01"
FvD,25-34,onbekend,Overijssel,"0,03","9,03",0
GroenLinks,25-34,onbekend,Overijssel,"0,15","8,61","0,01"
PvdA,25-34,onbekend,Overijssel,"0,04","43,1","0,01"
PvdD,25-34,onbekend,Overijssel,"0,09","7,95","0,01"
SGP,25-34,onbekend,Overijssel,"0,03","14,31",0
SP,25-34,onbekend,Overijssel,"0,02","8,1",0
VVD,25-34,onbekend,Overijssel,"0,06","8,03",0
50Plus,35-44,onbekend,Overijssel,0,"7,54",0
CDA,35-44,onbekend,Overijssel,"0,08","13,04","0,01"
ChristenUnie,35-44,onbekend,Overijssel,"0,08","12,77","0,01"
D66,35-44,onbekend,Overijssel,"0,07","7,12","0,01"
DENK,35-44,onbekend,Overijssel,"0,11","6,97","0,01"
FvD,35-44,onbekend,Overijssel,"0,07","9,03","0,01"
GroenLinks,35-44,onbekend,Overijssel,"0,08","8,61","0,01"
PvdA,35-44,onbekend,Overijssel,"0,08","43,1","0,04"
PvdD,35-44,onbekend,Overijssel,"0,08","7,95","0,01"
SGP,35-44,onbekend,Overijssel,"0,06","14,31","0,01"
SP,35-44,onbekend,Overijssel,"0,03","8,1",0
VVD,35-44,onbekend,Overijssel,"0,1","8,03","0,01"
50Plus,45-54,onbekend,Overijssel,0,"7,54",0
CDA,45-54,onbekend,Overijssel,"0,06","13,04","0,01"
ChristenUnie,45-54,onbekend,Overijssel,"0,07","12,77","0,01"
D66,45-54,onbekend,Overijssel,"0,08","7,12","0,01"
DENK,45-54,onbekend,Overijssel,"0,08","6,97",0
FvD,45-54,onbekend,Overijssel,"0,05","9,03","0,01"
GroenLinks,45-54,onbekend,Overijssel,"0,06","8,61",0
PvdA,45-54,onbekend,Overijssel,"0,08","43,1","0,01"
PvdD,45-54,onbekend,Overijssel,"0,05","7,95",0
SGP,45-54,onbekend,Overijssel,"0,02","14,31",0
SP,45-54,onbekend,Overijssel,"0,04","8,1",0
VVD,45-54,onbekend,Overijssel,"0,09","8,03","0,01"
50Plus,55-64,onbekend,Overijssel,"0,07","7,54","0,01"
CDA,55-64,onbekend,Overijssel,"0,05","13,04","0,01"
ChristenUnie,55-64,onbekend,Overijssel,"0,05","12,77","0,01"
D66,55-64,onbekend,Overijssel,"0,07","7,12",0
